yyyy-mm-dd hh:mm:ss.d,orbit_number,source_filename     ,line,column
2023-01-18 13:38:47.869000,27285,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0118t131713-o27285_v01-2023m0121t104337.nc,3036,252
2023-01-19 13:19:50.274000,27299,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0119t125815-o27299_v01-2023m0120t170747.nc,3054,134
2023-01-20 13:00:52.287000,27313,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0120t123917-o27313_v01-2023m0121t145105.nc,3081,57
2023-01-21 12:41:55.260000,27327,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0121t122020-o27327_v01-2023m0122t144436.nc,3113,13
2023-01-21 14:23:25.284000,27328,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0121t140150-o27328_v01-2023m0122t150309.nc,3006,429
2023-01-22 14:04:27.537000,27342,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0122t134252-o27342_v01-2023m0123t182129.nc,3003,381
2023-01-23 13:45:30.030000,27356,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0123t132355-o27356_v01-2023m0124t151021.nc,3007,292
2023-01-24 13:26:32.404000,27370,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0124t130457-o27370_v01-2023m0125t145935.nc,3022,170
2023-01-25 13:07:35.260000,27384,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0125t124600-o27384_v01-2023m0126t145336.nc,3045,77
2023-01-26 12:48:38.115000,27398,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0126t122703-o27398_v01-2023m0127t150325.nc,3075,28
2023-01-26 14:30:08.139000,27399,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0126t140833-o27399_v01-2023m0127t151828.nc,2981,447
2023-01-27 14:11:10.633000,27413,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0127t134936-o27413_v01-2023m0128t152256.nc,2977,401
2023-01-28 13:52:14.086000,27427,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0128t133039-o27427_v01-2023m0129t153328.nc,2977,327
2023-01-29 13:33:16.458000,27441,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0129t131142-o27441_v01-2023m0131t121619.nc,2987,210
2023-01-30 13:14:20.071000,27455,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0130t125245-o27455_v01-2023m0131t215003.nc,3006,102
2023-01-31 12:55:23.282000,27469,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0131t123348-o27469_v01-2023m0202t131537.nc,3034,41
2023-02-01 14:17:55.617000,27484,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0201t135622-o27484_v01-2023m0203t112330.nc,2947,416
2023-02-02 13:59:00.027000,27498,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0202t133725-o27498_v01-2023m0203t140956.nc,2944,357
2023-02-03 13:40:03.116000,27512,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0203t131828-o27512_v01-2023m0204t171448.nc,2950,251
2023-02-04 13:21:06.323000,27526,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0204t125932-o27526_v01-2023m0205t144906.nc,2967,133
2023-02-05 13:02:10.170000,27540,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0205t124035-o27540_v01-2023m0206t152612.nc,2991,57
2023-02-06 12:43:13.977000,27554,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0206t122139-o27554_v01-2023m0209t092204.nc,3022,13
2023-02-06 14:24:44.001000,27555,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0206t140309-o27555_v01-2023m0209t111924.nc,2914,428
2023-02-07 14:05:47.926000,27569,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0207t134413-o27569_v01-2023m0209t173451.nc,2910,381
2023-02-08 13:46:51.371000,27583,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0208t132516-o27583_v01-2023m0209t214146.nc,2912,291
2023-02-09 13:27:54.934000,27597,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0209t130620-o27597_v01-2023m0210t140907.nc,2925,169
2023-02-10 13:08:59.097000,27611,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0210t124724-o27611_v01-2023m0211t164851.nc,2946,77
2023-02-11 12:50:02.540000,27625,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0211t122828-o27625_v01-2023m0212t165200.nc,2976,27
2023-02-11 14:31:33.164000,27626,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0211t140958-o27626_v01-2023m0212t175405.nc,2880,447
2023-02-12 14:12:37.206000,27640,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0212t135102-o27640_v01-2023m0213t161802.nc,2873,400
2023-02-13 13:53:40.349000,27654,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0213t133206-o27654_v01-2023m0214t145500.nc,2873,326
2023-02-14 13:34:44.392000,27668,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0214t131310-o27668_v01-2023m0215t183404.nc,2882,209
2023-02-15 13:15:47.952000,27682,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0215t125414-o27682_v01-2023m0216t151704.nc,2900,101
2023-02-16 12:56:52.351000,27696,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0216t123518-o27696_v01-2023m0217t155709.nc,2927,40
2023-02-17 14:19:26.892000,27711,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0217t135752-o27711_v01-2023m0218t162002.nc,2836,416
2023-02-18 14:00:31.129000,27725,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0218t133856-o27725_v01-2023m0219t162314.nc,2832,356
2023-02-19 13:41:35.286000,27739,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0219t132000-o27739_v01-2023m0220t165145.nc,2837,250
2023-02-20 13:22:38.723000,27753,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0220t130104-o27753_v01-2023m0221t155816.nc,2853,132
2023-02-21 13:03:43.200000,27767,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0221t124208-o27767_v01-2023m0222t160716.nc,2876,56
2023-02-22 12:44:47.356000,27781,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0222t122312-o27781_v01-2023m0224t154025.nc,2906,12
2023-02-22 14:26:17.378000,27782,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0222t140442-o27782_v01-2023m0224t160142.nc,2798,428
2023-02-23 14:07:22.133000,27796,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0223t134547-o27796_v01-2023m0224t200244.nc,2791,380
2023-02-24 13:48:25.327000,27810,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0224t132651-o27810_v01-2023m0227t103256.nc,2794,289
2023-02-25 13:29:29.721000,27824,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0225t130755-o27824_v01-2023m0228t013729.nc,2805,167
2023-02-26 13:10:35.105000,27838,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0226t124859-o27838_v01-2023m0228t162126.nc,2824,76
2023-02-27 12:51:38.418000,27852,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0227t123004-o27852_v01-2023m0302t050705.nc,2853,27
2023-02-27 14:33:08.441000,27853,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0227t141134-o27853_v01-2023m0302t050503.nc,2758,446
2023-02-28 14:14:13.073000,27867,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0228t135238-o27867_v01-2023m0302t062445.nc,2750,399
2023-03-01 13:55:17.225000,27881,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0301t133342-o27881_v01-2023m0304t103615.nc,2748,324
2023-03-02 13:36:22.096000,27895,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0302t131447-o27895_v01-2023m0305t102356.nc,2755,206
2023-03-03 13:17:25.568000,27909,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0303t125551-o27909_v01-2023m0306t095925.nc,2774,100
2023-03-04 12:58:30.320000,27923,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0304t123655-o27923_v01-2023m0306t180158.nc,2799,39
2023-03-05 14:21:04.975000,27938,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0305t135930-o27938_v01-2023m0307t022110.nc,2708,415
2023-03-06 14:02:08.567000,27952,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0306t134034-o27952_v01-2023m0307t140656.nc,2704,354
2023-03-07 13:43:13.318000,27966,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0307t132138-o27966_v01-2023m0308t141641.nc,2707,247
2023-03-08 13:24:17.468000,27980,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0308t130243-o27980_v01-2023m0311t100438.nc,2722,129
2023-03-09 13:05:21.618000,27994,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0309t124347-o27994_v01-2023m0312t104605.nc,2745,55
2023-03-10 12:46:26.128000,28008,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0310t122451-o28008_v01-2023m0313t102526.nc,2775,11
2023-03-10 14:27:55.431000,28009,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0310t140621-o28009_v01-2023m0313t123130.nc,2666,427
2023-03-11 14:09:00.752000,28023,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0311t134725-o28023_v01-2023m0313t142826.nc,2658,378
2023-03-12 13:50:04.421000,28037,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0312t132830-o28037_v01-2023m0314t090643.nc,2660,286
2023-03-13 13:31:08.809000,28051,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0313t130934-o28051_v01-2023m0314t195952.nc,2670,164
2023-03-14 13:12:13.075000,28065,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0314t125038-o28065_v01-2023m0315t194802.nc,2691,74
2023-03-15 12:53:16.861000,28079,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0315t123142-o28079_v01-2023m0316t163736.nc,2719,26
2023-03-15 14:34:47.244000,28080,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0315t141312-o28080_v01-2023m0316t171252.nc,2622,445
2023-03-16 14:15:53.912000,28094,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0316t135419-o28094_v01-2023m0319t115753.nc,2615,398
2023-03-17 13:57:02.376000,28108,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0317t133527-o28108_v01-2023m0320t113800.nc,2612,322
2023-03-18 13:38:10.278000,28122,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0318t131635-o28122_v01-2023m0320t180346.nc,2619,204
2023-03-19 13:19:18.018000,28136,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0319t125743-o28136_v01-2023m0320t211558.nc,2637,99
2023-03-20 13:00:25.035000,28150,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0320t123850-o28150_v01-2023m0321t175854.nc,2663,39
2023-03-21 14:23:04.113000,28165,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0321t140129-o28165_v01-2023m0322t182920.nc,2569,414
2023-03-22 14:04:10.330000,28179,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0322t134236-o28179_v01-2023m0324t034425.nc,2567,353
2023-03-23 13:45:18.547000,28193,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0323t132344-o28193_v01-2023m0324t181526.nc,2570,247
2023-03-24 13:26:26.193000,28207,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0324t130452-o28207_v01-2023m0325t161101.nc,2584,130
2023-03-25 13:07:34.171000,28221,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0325t124559-o28221_v01-2023m0326t155721.nc,2607,55
2023-03-26 12:48:42.027000,28235,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0326t122707-o28235_v01-2023m0327t164732.nc,2636,11
2023-03-26 14:30:12.049000,28236,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0326t140837-o28236_v01-2023m0327t164353.nc,2527,427
2023-03-27 14:11:19.306000,28250,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0327t134944-o28250_v01-2023m0329t143405.nc,2521,379
2023-03-28 13:52:27.043000,28264,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0328t133052-o28264_v01-2023m0329t171234.nc,2521,288
2023-03-29 13:33:34.178000,28278,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0329t131159-o28278_v01-2023m0330t192745.nc,2532,166
2023-03-30 13:14:41.315000,28292,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0330t125307-o28292_v01-2023m0402t110052.nc,2553,75
2023-03-31 12:55:49.051000,28306,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0331t123414-o28306_v01-2023m0403t103628.nc,2579,27
2023-03-31 14:37:19.312000,28307,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0331t141544-o28307_v01-2023m0403t121620.nc,2484,446
2023-04-01 14:18:26.448000,28321,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0401t135651-o28321_v01-2023m0404t022827.nc,2476,399
2023-04-02 13:59:33.462000,28335,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0402t133759-o28335_v01-2023m0404t090000.nc,2474,324
2023-04-03 13:40:40.915000,28349,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0403t131906-o28349_v01-2023m0405t145622.nc,2481,206
2023-04-04 13:21:48.167000,28363,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0404t130013-o28363_v01-2023m0405t182009.nc,2499,100
2023-04-05 13:02:54.399000,28377,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0405t124120-o28377_v01-2023m0406t191140.nc,2525,40
2023-04-06 14:25:31.910000,28392,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0406t140357-o28392_v01-2023m0407t163417.nc,2433,415
2023-04-07 14:06:38.920000,28406,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0407t134504-o28406_v01-2023m0408t165221.nc,2429,355
2023-04-08 13:47:46.168000,28420,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0408t132611-o28420_v01-2023m0411t101603.nc,2433,249
2023-04-09 13:28:52.454000,28434,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0409t130717-o28434_v01-2023m0411t120644.nc,2448,131
2023-04-10 13:09:59.219000,28448,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0410t124824-o28448_v01-2023m0411t171129.nc,2471,56
2023-04-11 12:51:05.504000,28462,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0411t122931-o28462_v01-2023m0412t170319.nc,2502,12
2023-04-11 14:32:36.004000,28463,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0411t141101-o28463_v01-2023m0412t170019.nc,2393,428
2023-04-12 14:13:42.409000,28477,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0412t135208-o28477_v01-2023m0421t073810.nc,2387,380
2023-04-13 13:54:49.135000,28491,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0413t133314-o28491_v01-2023m0421t120728.nc,2388,289
2023-04-14 13:35:55.171000,28505,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0414t131420-o28505_v01-2023m0422t075002.nc,2400,167
2023-04-15 13:17:01.568000,28519,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0415t125527-o28519_v01-2023m0422t075109.nc,2421,76
2023-04-16 12:58:07.733000,28533,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0416t123633-o28533_v01-2023m0422t102750.nc,2449,27
2023-04-16 14:39:38.234000,28534,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0416t141804-o28534_v01-2023m0422t102333.nc,2354,446
2023-04-17 14:20:44.519000,28548,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0417t135910-o28548_v01-2023m0422t112651.nc,2347,400
2023-04-18 14:01:50.140000,28562,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0418t134016-o28562_v01-2023m0422t120907.nc,2346,325
2023-04-19 13:42:55.336000,28576,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0419t132122-o28576_v01-2023m0422t131224.nc,2356,208
2023-04-20 13:24:02.217000,28590,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0420t130228-o28590_v01-2023m0422t135343.nc,2373,101
2023-04-21 13:05:08.254000,28604,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0421t124335-o28604_v01-2023m0422t162659.nc,2400,40
2023-04-22 14:27:44.317000,28619,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0422t140611-o28619_v01-2023m0423t235811.nc,2311,416
2023-04-23 14:08:49.998000,28633,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0423t134717-o28633_v01-2023m0424t174747.nc,2308,356
2023-04-24 13:49:57.481000,28647,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0424t132823-o28647_v01-2023m0425t181317.nc,2311,251
2023-04-25 13:31:03.282000,28661,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0425t130929-o28661_v01-2023m0426t152748.nc,2326,133
2023-04-26 13:12:08.723000,28675,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0426t125034-o28675_v01-2023m0427t161218.nc,2351,57
2023-04-27 12:53:14.404000,28689,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0427t123140-o28689_v01-2023m0428t161208.nc,2381,13
2023-04-29 13:56:55.504000,28718,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0429t133521-o28718_v01-2023m0501t141532.nc,2271,292
2023-04-30 13:38:00.702000,28732,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0430t131626-o28732_v01-2023m0502t124013.nc,2283,170
2023-05-01 13:19:05.480000,28746,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0501t125731-o28746_v01-2023m0503t123945.nc,2306,78
2023-05-02 13:00:11.276000,28760,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0502t123836-o28760_v01-2023m0504t133656.nc,2335,28
2023-05-02 14:41:41.296000,28761,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0502t142006-o28761_v01-2023m0504t130842.nc,2241,448
2023-05-03 14:22:46.010000,28775,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0503t140111-o28775_v01-2023m0504t192516.nc,2235,401
2023-05-04 14:03:48.564000,28789,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0504t134215-o28789_v01-2023m0505t173136.nc,2236,328
2023-05-05 13:44:51.638000,28803,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0505t132318-o28803_v01-2023m0507t023805.nc,2245,212
2023-05-06 13:25:55.151000,28817,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0506t130420-o28817_v01-2023m0508t031318.nc,2264,104
2023-05-07 13:06:58.063000,28831,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0507t124523-o28831_v01-2023m0508t152931.nc,2292,41
2023-05-08 14:29:31.115000,28846,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0508t140756-o28846_v01-2023m0509t165651.nc,2205,417
2023-05-09 14:10:32.586000,28860,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0509t134858-o28860_v01-2023m0510t183448.nc,2204,358
2023-05-10 13:51:35.857000,28874,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0510t133001-o28874_v01-2023m0511t164447.nc,2209,254
2023-05-11 13:32:38.166000,28888,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0511t131103-o28888_v01-2023m0512t180229.nc,2226,135
2023-05-12 13:13:39.515000,28902,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0512t125205-o28902_v01-2023m0513t183915.nc,2253,58
2023-05-13 12:54:42.003000,28916,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0513t123307-o28916_v01-2023m0516t103822.nc,2285,14
2023-05-13 14:36:12.263000,28917,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0513t141437-o28917_v01-2023m0516t120652.nc,2178,429
2023-05-14 14:17:13.972000,28931,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0514t135539-o28931_v01-2023m0517t114621.nc,2175,382
2023-05-15 13:58:15.320000,28945,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0515t133641-o28945_v01-2023m0517t140911.nc,2179,293
2023-05-16 13:39:17.028000,28959,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0516t131742-o28959_v01-2023m0517t212629.nc,2193,172
2023-05-17 13:20:17.776000,28973,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0517t125844-o28973_v01-2023m0518t171503.nc,2218,78
2023-05-18 13:01:19.645000,28987,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0518t123945-o28987_v01-2023m0519t150938.nc,2249,28
2023-05-18 14:42:49.904000,28988,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0518t142115-o28988_v01-2023m0519t152154.nc,2155,448
2023-05-19 14:23:50.651000,29002,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0519t140216-o29002_v01-2023m0520t154821.nc,2152,402
2023-05-20 14:04:51.636000,29016,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0520t134318-o29016_v01-2023m0523t015043.nc,2154,329
2023-05-21 13:45:52.378000,29030,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0521t132419-o29030_v01-2023m0523t104819.nc,2165,212
2023-05-22 13:26:54.320000,29044,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0522t130519-o29044_v01-2023m0524t075719.nc,2185,104
2023-05-23 13:07:55.181000,29058,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0523t124620-o29058_v01-2023m0524t174355.nc,2215,41
2023-05-24 14:30:25.542000,29073,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0524t140851-o29073_v01-2023m0525t182302.nc,2131,417
2023-05-25 14:11:25.321000,29087,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0525t134951-o29087_v01-2023m0608t094330.nc,2132,358
2023-05-26 13:52:26.242000,29101,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0526t133052-o29101_v01-2023m0608t102703.nc,2140,254
2023-05-27 13:33:25.781000,29115,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0527t131152-o29115_v01-2023m0608t131403.nc,2159,135
2023-05-28 13:14:26.999000,29129,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0528t125252-o29129_v01-2023m0608t134513.nc,2186,58
2023-05-29 12:55:26.416000,29143,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0529t123352-o29143_v01-2023m0608t122405.nc,2221,14
2023-05-29 14:36:56.915000,29144,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0529t141522-o29144_v01-2023m0608t123122.nc,2114,429
2023-05-30 14:17:55.454000,29158,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0530t135622-o29158_v01-2023m0608t142850.nc,2115,382
2023-05-31 13:58:55.353000,29172,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0531t133721-o29172_v01-2023m0608t134227.nc,2121,294
2023-06-01 13:39:54.532000,29186,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0601t131821-o29186_v01-2023m0608t154702.nc,2137,172
2023-06-02 13:20:55.150000,29200,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0602t125920-o29200_v01-2023m0608t161835.nc,2162,78
2023-06-03 13:01:54.088000,29214,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0603t124020-o29214_v01-2023m0608t171707.nc,2196,28
2023-06-03 14:43:24.106000,29215,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0603t142150-o29215_v01-2023m0608t171103.nc,2102,448
2023-06-04 14:24:22.323000,29229,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0604t140249-o29229_v01-2023m0608t174132.nc,2102,402
2023-06-05 14:05:22.700000,29243,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0605t134348-o29243_v01-2023m0608t163542.nc,2104,329
2023-06-06 13:46:21.396000,29257,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0606t132447-o29257_v01-2023m0608t184520.nc,2118,212
2023-06-07 13:27:19.373000,29271,TROPOMI-Sentinel-5P_L2-TROPOMAER_2023m0607t130545-o29271_v01-2023m0608t193207.nc,2142,104
